claim,source_url,source_domain,article_title,risk_score,risk_category,has_factcheck,factcheck_rating,factcheck_source,source_type,checked_at
"Laut Medienberichten wurden die Geflüchteten, die zum Großteil aus Subsahara-Afrika stammen sollen, zum Teil mit Hubschraubern und Pfefferspray zurückgetrieben",https://correctiv.org/aktuelles/flucht-und-migration/2026/08/16/in-ceuta-waechst-der-frust-ueber-die-regierung/,correctiv.org,In Ceuta wächst der Frust über die Regierung - correctiv.org,0,LOW,False,,,factcheck,2026-08-16T18:29:44.102172
"“: Nachrichten in Sozialen Netzwerken deuten neuen Ansturm auf Ceuta an Video zeigt feiernde Fußballfans, keine Menschen in Ceuta Viele fühlen sich von der Regierung alleingelassen",https://correctiv.org/aktuelles/flucht-und-migration/2026/08/16/in-ceuta-waechst-der-frust-ueber-die-regierung/,correctiv.org,In Ceuta wächst der Frust über die Regierung - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:44.179141
Laut den gesetzlichen Krankenkassen seien ihre Honorare in den vergangenen zehn Jahren „überproportional“ gestiegen,https://correctiv.org/aktuelles/gesundheit/2026/08/14/was-kosten-psychische-erkrankungen-wirklich/,correctiv.org,Was kosten psychische Erkrankungen wirklich?  - correctiv.org,0,LOW,False,,,factcheck,2026-08-16T18:29:45.101161
"&nbsp; Doch auf den Schildern der Demonstrierenden ist immer wieder auch ein sehr nüchternes Argument gegen die Kürzungen zu lesen: „Wer bei der Psychotherapie spart, zahlt am Ende doppelt“ oder „Psychotherapiemangel heute = Die Kosten von Morgen“",https://correctiv.org/aktuelles/gesundheit/2026/08/14/was-kosten-psychische-erkrankungen-wirklich/,correctiv.org,Was kosten psychische Erkrankungen wirklich?  - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:45.169526
"Und auch die Berufsverbände argumentieren immer wieder mit den wirtschaftlichen Folgekosten, die ein Mangel an Psychotherapie nach sich ziehen würde",https://correctiv.org/aktuelles/gesundheit/2026/08/14/was-kosten-psychische-erkrankungen-wirklich/,correctiv.org,Was kosten psychische Erkrankungen wirklich?  - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:45.232214
"“: Nachrichten in Sozialen Netzwerken deuten neuen Ansturm auf Ceuta an Video zeigt feiernde Fußballfans, keine Menschen in Ceuta 5",https://correctiv.org/aktuelles/flucht-und-migration/2026/08/14/wie-die-grenze-von-ceuta-dichtgemacht-wird/,correctiv.org,Wie die Grenze von Ceuta dichtgemacht wird - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:46.142175
"Ein Sprecher des spanischen Innenministeriums betonte, dass alle präventiven Maßnahmen ergriffen worden seien, um die Grenze zu schützen",https://correctiv.org/aktuelles/flucht-und-migration/2026/08/14/wie-die-grenze-von-ceuta-dichtgemacht-wird/,correctiv.org,Wie die Grenze von Ceuta dichtgemacht wird - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:46.232756
"Eine öffentliche Aussage dazu bleibt jedoch bisher aus, weil noch keine eindeutige Beweislage vorliegt",https://correctiv.org/hybride-kriegsfuehrung/2026/08/14/sprengstoffdrohne-in-leipzig-alles-deutet-nach-moskau-bmi-dobrindt-innenministerium/,correctiv.org,Sprengstoffdrohne in Leipzig: Alles deutet nach Moskau - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:46.996712
"Laut Recherchen der Tagesschau habe es sich dabei um die Stoffe PETN und Semtex gehandelt, welche in der Regel im Militärbereich verwendet werden",https://correctiv.org/hybride-kriegsfuehrung/2026/08/14/sprengstoffdrohne-in-leipzig-alles-deutet-nach-moskau-bmi-dobrindt-innenministerium/,correctiv.org,Sprengstoffdrohne in Leipzig: Alles deutet nach Moskau - correctiv.org,0,LOW,False,,,factcheck,2026-08-16T18:29:47.077503
Laut Innenminister Dobrindt waren keine Amateure am Werk,https://correctiv.org/hybride-kriegsfuehrung/2026/08/14/sprengstoffdrohne-in-leipzig-alles-deutet-nach-moskau-bmi-dobrindt-innenministerium/,correctiv.org,Sprengstoffdrohne in Leipzig: Alles deutet nach Moskau - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:47.135266
[DEBUNKED] Neuer Ansturm auf Ceuta? Nachrichten in Sozialen Netzwerken deuten auf 15. August,https://correctiv.org/aktuelles/flucht-und-migration/2026/08/12/sie-sagen-der-15-nachrichten-in-sozialen-netzwerken-deuten-neuen-ansturm-auf-ceuta-an/,correctiv.org,Neuer Ansturm auf Ceuta? Nachrichten in Sozialen Netzwerken deuten auf 15. August,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-08-16T18:29:47.808959
[DEBUNKED] Angela Merkel im Interview zu Migration: Falsche Aussage unterstellt,https://correctiv.org/faktencheck/politik/2026/08/12/nein-merkel-sagte-nicht-sie-habe-migranten-ins-land-geholt-um-rechtsextreme-zu-stoppen/,correctiv.org,Angela Merkel im Interview zu Migration: Falsche Aussage unterstellt,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-08-16T18:29:48.491766
2026 feiern wir die offizielle Eröffnung unserer neuen Salon5-Redaktion und laden herzlich dazu ein,https://correctiv.org/in-eigener-sache/2026/08/12/salon5-eroeffnet-neue-jugendredaktion-in-chemnitz/,correctiv.org,Salon5 eröffnet neue Jugendredaktion in Chemnitz - correctiv.org,0,LOW,False,,,factcheck,2026-08-16T18:29:49.134483
"Umso mehr freuen wir uns darüber, dass wir in dieser Woche den nächsten Schritt gehen: Unsere neue Jugendredaktion in Chemnitz öffnet ihre Türen offiziell und vervollständigt damit das Angebot von Salon5 direkt im Herzen von Chemnitz",https://correctiv.org/in-eigener-sache/2026/08/12/salon5-eroeffnet-neue-jugendredaktion-in-chemnitz/,correctiv.org,Salon5 eröffnet neue Jugendredaktion in Chemnitz - correctiv.org,0,LOW,False,,,factcheck,2026-08-16T18:29:49.188433
90 12051 Berlin Fax: +49 (0) 30 – 555 780 2 20 Büro Berlin Singerstraße 109 10179 Berlin Buchladen Essen Akazienallee 10 45127 Essen Online-Shop Jugendredaktion Salon5 Alle Standorte CORRECTIV,https://correctiv.org/in-eigener-sache/2026/08/12/salon5-eroeffnet-neue-jugendredaktion-in-chemnitz/,correctiv.org,Salon5 eröffnet neue Jugendredaktion in Chemnitz - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:49.251283
Es gibt bislang keine Entscheidung über eine Berufung vor dem Bayerischen Verwaltungsgerichtshof,https://correctiv.org/russland/2026/08/11/russisches-haus-ein-ende-fuer-propaganda-und-spionage/,correctiv.org,Russisches Haus - Ein Ende für Propaganda und Spionage? - correctiv.org,0.1,LOW,False,,,factcheck,2026-08-16T18:29:49.885868
"[DEBUNKED] Foto von Voigt, Kretschmer und Schulze ist nicht manipuliert",https://correctiv.org/faktencheck/2026/08/11/keine-ki-foto-von-voigt-kretschmer-und-schulze-ist-echt/,correctiv.org,"Foto von Voigt, Kretschmer und Schulze ist nicht manipuliert",0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-08-16T18:29:50.569707
Drohnen können laut internem Papier zu Truppenübungen oder zur Überwachung von Hafenanlagen eingesetzt werden Im Juni 2024 schaltet sich mit Wolfgang Jordan der,https://correctiv.org/aktuelles/sicherheit-und-verteidigung/2026/08/11/bundeswehr-schafft-einfallstor-fuer-chinesische-spionage-pistorius-bmvg-verteidigungsministerium-drohnen-dji/,correctiv.org,Bundeswehr schafft Einfallstor für chinesische Spionage,0,LOW,False,,,factcheck,2026-08-16T18:29:51.327815
"[DEBUNKED] Nein, die Fifa hat Argentinien im Juli nicht offiziell von der WM 2030 ausgeschlossen",https://correctiv.org/faktencheck/2026/08/07/nein-die-fifa-hat-argentinien-im-juli-nicht-offiziell-von-der-wm-2030-ausgeschlossen/,correctiv.org,"Nein, die Fifa hat Argentinien im Juli nicht offiziell von der WM 2030 ausgeschlossen",0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-08-16T18:29:52.892757
Laut Innenminister Dobrindt waren keine Amateure am Werk,https://correctiv.org/hybride-kriegsfuehrung/2026/08/06/drohnen-mit-sprengstoff-das-waren-profis-bnd-bfv-nachrichtendienst-dobrindt-flughafen-leipzig/,correctiv.org,Drohnenattacke mit Sprengstoff in Leipzig: Das waren Profis,0.1,LOW,False,,,factcheck,2026-08-16T18:29:53.622887
"Es werde in alle Richtungen ermittelt, so der Bundesinnenminister",https://correctiv.org/hybride-kriegsfuehrung/2026/08/06/drohnen-mit-sprengstoff-das-waren-profis-bnd-bfv-nachrichtendienst-dobrindt-flughafen-leipzig/,correctiv.org,Drohnenattacke mit Sprengstoff in Leipzig: Das waren Profis,0.1,LOW,False,,,factcheck,2026-08-16T18:29:53.690074
"Sicher sei, dass keine Amateure am Werk gewesen sein konnten, sondern womöglich „fremde Mächte“, die sich mit Sprengstoff auskennen",https://correctiv.org/hybride-kriegsfuehrung/2026/08/06/drohnen-mit-sprengstoff-das-waren-profis-bnd-bfv-nachrichtendienst-dobrindt-flughafen-leipzig/,correctiv.org,Drohnenattacke mit Sprengstoff in Leipzig: Das waren Profis,0.1,LOW,False,,,factcheck,2026-08-16T18:29:53.760862
[DEBUNKED] 5.000 Moscheen für Spanien? Tiktok-Account streut unbelegte Gerüchte,https://correctiv.org/faktencheck/2026/08/06/5-000-neue-moscheen-fuer-spanien-tiktok-account-streut-unbelegte-geruechte/,correctiv.org,5.000 Moscheen für Spanien? Tiktok-Account streut unbelegte Gerüchte,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-08-16T18:29:54.468263
Dennoch steht sie bei gut 40 Prozent in den aktuellen Umfragen,https://correctiv.org/aktuelles/neue-rechte/2026/08/07/afd-sachsen-anhalt-ulrich-siegmund-wahl-uebersicht/,correctiv.org,AfD Sachsen-Anhalt: So radikal ist der Landesverband,0,LOW,False,,,factcheck,2026-08-16T18:29:55.462269
"Er sei ein „ganz normaler Typ, mit dem sich jeder identifizieren kann",https://correctiv.org/aktuelles/neue-rechte/2026/08/07/afd-sachsen-anhalt-ulrich-siegmund-wahl-uebersicht/,correctiv.org,AfD Sachsen-Anhalt: So radikal ist der Landesverband,0,LOW,False,,,factcheck,2026-08-16T18:29:55.519075
[DEBUNKED] Gefälschte Doctolib-Mails fluten Postfächer: Erste-Hilfe-Set ist Fake,https://www.mimikama.org/gefaelschte-doctolib-mails-erste-hilfe-set-fake/?pk_campaign=feed&#038;pk_kwd=gefaelschte-doctolib-mails-erste-hilfe-set-fake,www.mimikama.org,Gefälschte Doctolib-Mails fluten Postfächer: Erste-Hilfe-Set ist Fake,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-08-16T18:29:56.063051
[DEBUNKED] Russlands Fake News: Europas Wahlkandidaten im Visier,https://www.mimikama.org/russland-fake-news-wahlkandidaten-europa/?pk_campaign=feed&#038;pk_kwd=russland-fake-news-wahlkandidaten-europa,www.mimikama.org,Russlands Fake News: Europas Wahlkandidaten im Visier,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-08-16T18:29:56.865170
"[DEBUNKED] Hat Peter Rost gesagt, „Heilungen sind schlecht fürs Geschäft“?",https://www.mimikama.org/peter-rost-pfizer-heilungen-geschaeft/?pk_campaign=feed&#038;pk_kwd=peter-rost-pfizer-heilungen-geschaeft,www.mimikama.org,"Hat Peter Rost gesagt, „Heilungen sind schlecht fürs Geschäft“?",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-08-16T18:29:57.292689
[DEBUNKED] „Frieden sabotiert?“ Was Gerhard Schröder wirklich über die Ukraine-Verhandlungen sagte,https://www.mimikama.org/frieden-sabotiert-gerhard-schroeder-ukraine/?pk_campaign=feed&#038;pk_kwd=frieden-sabotiert-gerhard-schroeder-ukraine,www.mimikama.org,„Frieden sabotiert?“ Was Gerhard Schröder wirklich über die Ukraine-Verhandlungen sagte,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-08-16T18:29:58.033474
[DEBUNKED] Selfie-Video entlarvt: Kein Grenzübertritt nach Ceuta gezeigt,https://www.mimikama.org/selfie-video-aus-marokko-zeigt-nicht-ceuta/?pk_campaign=feed&#038;pk_kwd=selfie-video-aus-marokko-zeigt-nicht-ceuta,www.mimikama.org,Selfie-Video entlarvt: Kein Grenzübertritt nach Ceuta gezeigt,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-08-16T18:29:58.338523
